"Year","Region","NEP Name","Project Name","Habitat Type","Activity","Restoration Technique","Acres"
"2016","Region 4","Tampa Bay Estuary Program","Lake Seminole Regional Stormwater Retrofit: Sub-Basin 2 Alum Facility Phase I","SAV (Submerged Aquatic Vegetation)","Enhancement","Stream Bank Stabilization",".2"
"2016","Region 4","Tampa Bay Estuary Program","Give A Day for the Bay at Cockroach Bay Aquatic Preserve","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","5"
"2014","Region 4","Tampa Bay Estuary Program","Invasive Species Control","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","850"
"2007","Region 4","Tampa Bay Estuary Program","Whale Island NWR","Tidal Wetland","Enhancement","Erosion Control",".25"
"2007","Region 4","Tampa Bay Estuary Program","Brooker Creek Preserve - 3","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","2"
"2007","Region 4","Tampa Bay Estuary Program","Boca Ciega Millennium Park","Tidal Wetland","Enhancement","Erosion Control",".05"
"2007","Region 4","Tampa Bay Estuary Program","McKay Creek Greenway","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","10"
"2007","Region 4","Tampa Bay Estuary Program","Fort De Soto Park","Tidal Wetland","Enhancement","Erosion Control",".09"
"2007","Region 4","Tampa Bay Estuary Program","Fred and Idah Shultz Nature Preserve","Tidal Wetland","Enhancement","Erosion Control",".5"
"2007","Region 4","Tampa Bay Estuary Program","Weedon Island Burn - 2E","Forest/Woodland","Enhancement","Prescribed Burn","8"
"2007","Region 4","Tampa Bay Estuary Program","Lake Seminole Invasive Plant Control","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","35"
"2007","Region 4","Tampa Bay Estuary Program","Seagrass Recovery in Tampa Bay","SAV (Submerged Aquatic Vegetation)","Establishment","Other","1297"
"2007","Region 4","Tampa Bay Estuary Program","MacDill Air Force Base","Tidal Wetland","Enhancement","Erosion Control",".75"
"2007","Region 4","Tampa Bay Estuary Program","Fantasy Island","Tidal Wetland","Enhancement","Erosion Control",".01"
"2007","Region 4","Tampa Bay Estuary Program","MacDill AFB Shoreline Stabilization Project - Phase IV","Hard Bottom","Enhancement","Shoreline Stabilization/Enhancement",".14"
"2009","Region 4","Tampa Bay Estuary Program","Ft. Brooke/Cotanchobee Park","Riparian","-","Erosion Control","0"
"2009","Region 4","Tampa Bay Estuary Program","Marsh Creek Phase 2","Riparian","Enhancement","Invasives Control/Removal - Vegetation","40.1"
"2007","Region 4","Tampa Bay Estuary Program","Fort De Soto Oyster Bar Creation Project","Shell Bottom","Establishment","Reef Construction - Natural Materials",".34"
"2009","Region 4","Tampa Bay Estuary Program","Terra Ceia Wetlands I","Tidal Wetland","Establishment","Rehabilitation/Creation","134"
"2009","Region 4","Tampa Bay Estuary Program","East Lake Management Area","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","3.7"
"2009","Region 4","Tampa Bay Estuary Program","Brooker Creek Preserve Wilde Tract Acquisition","Grassland","-","Land Acquisition","771"
"2009","Region 4","Tampa Bay Estuary Program","Weedon Island Preserve","Forest/Woodland","Enhancement","Prescribed Burn","14"
"2009","Region 4","Tampa Bay Estuary Program","Clam Bayou Marine Education Center Restoration Project II","Beach","Enhancement","Invasives Control/Removal - Vegetation","0"
"2007","Region 4","Tampa Bay Estuary Program","E.G. Simmons Park","Tidal Wetland","Enhancement","Erosion Control","1"
"2007","Region 4","Tampa Bay Estuary Program","Palonis Park","Tidal Wetland","Enhancement","Erosion Control",".5"
"2007","Region 4","Tampa Bay Estuary Program","Brooker Creek Preserve - 1","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","64"
"2007","Region 4","Tampa Bay Estuary Program","Bayshore Boulevard Seawall Oyster Dome Project Phase III","Hard Bottom","Enhancement","Reef Construction - Artificial Materials",".01"
"2007","Region 4","Tampa Bay Estuary Program","Ballast Point Park","Tidal Wetland","Enhancement","Erosion Control",".01"
"2007","Region 4","Tampa Bay Estuary Program","Pepper Busters at Fort DeSoto Park","Mangrove","Enhancement","Invasives Control/Removal - Vegetation","15"
"2007","Region 4","Tampa Bay Estuary Program","Terra Ceia Uplands Phase IV","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","64.1"
"2007","Region 4","Tampa Bay Estuary Program","Reed Property","Tidal Wetland","Establishment","Rehabilitation/Creation","4.75"
"2007","Region 4","Tampa Bay Estuary Program","Brooker Creek Preserve - 2","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","24"
"2007","Region 4","Tampa Bay Estuary Program","Lake Seminole Aquatic Habitat Restoration","Freshwater Marsh","Enhancement","Invasives Control/Removal - Vegetation","0"
"2007","Region 4","Tampa Bay Estuary Program","Sand Tube Restoration of Propellar Scars in Lower Tampa Bay","SAV (Submerged Aquatic Vegetation)","Enhancement","Other",".01"
"2007","Region 4","Tampa Bay Estuary Program","Boca Ciega Pond Restoration","-","Enhancement","Invasives Control/Removal - Vegetation","0"
"2007","Region 4","Tampa Bay Estuary Program","Whiskey Stump Key","Tidal Wetland","Enhancement","Erosion Control",".5"
"2007","Region 4","Tampa Bay Estuary Program","MacDill Oyster Bar Creation Project","Shell Bottom","Establishment","Reef Construction - Natural Materials","0"
"2007","Region 4","Tampa Bay Estuary Program","Andrew's Island Oyster Bar Creation","Shell Bottom","Establishment","Reef Construction - Natural Materials",".05"
"2007","Region 4","Tampa Bay Estuary Program","Little Bird National Wildlife Refuge","Tidal Wetland","Enhancement","Erosion Control",".02"
"2007","Region 4","Tampa Bay Estuary Program","Manatee Viewing Center","Tidal Wetland","Enhancement","Erosion Control",".25"
"2007","Region 4","Tampa Bay Estuary Program","Ridgecrest Park Pond Planting","-","Enhancement","Invasives Control/Removal - Vegetation","2"
"2007","Region 4","Tampa Bay Estuary Program","Perico Island Preserve","Mangrove","-","Rehabilitation/Creation","175"
"2008","Region 4","Tampa Bay Estuary Program","Alligator Lake Wetland Creation and Stormwater Treatment Project","Freshwater Marsh","Enhancement","Rehabilitation/Creation","6"
"2008","Region 4","Tampa Bay Estuary Program","Cypress Point Park Beach Restoration","Beach","-","Erosion Control","0"
"2008","Region 4","Tampa Bay Estuary Program","Terra Ceia Nature Preserve","Tidal Wetland","Establishment","Planting","9"
"2008","Region 4","Tampa Bay Estuary Program","Weedon Island Oyster Bar Creation","Shell Bottom","Enhancement","Reef Construction - Natural Materials","0"
"2008","Region 4","Tampa Bay Estuary Program","Rivergarden Shoreline Restoration","Riparian","Enhancement","Erosion Control",".5"
"2008","Region 4","Tampa Bay Estuary Program","Terra Ceia Ecosystem Restoration","Forest/Woodland","Enhancement","Planting","59.6"
"2008","Region 4","Tampa Bay Estuary Program","Madeira Beach Middle School Oyster Dome Project","Hard Bottom","Enhancement","Reef Construction - Artificial Materials",".02"
"2008","Region 4","Tampa Bay Estuary Program","Cunningham Key Oyster Dome Project - Phase II","Hard Bottom","Enhancement","Reef Construction - Artificial Materials",".01"
"2008","Region 4","Tampa Bay Estuary Program","Shell Key Exotic Removal","-","Enhancement","Invasives Control/Removal - Vegetation","4"
"2008","Region 4","Tampa Bay Estuary Program","Terra Ceia Nature Preserve","Tidal Wetland","Enhancement","Planting","32"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species Project - S. Lake Chautauqua","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","6"
"2006","Region 4","Tampa Bay Estuary Program","Moccasin Lake Park Restoration","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","45"
"2006","Region 4","Tampa Bay Estuary Program","Eagle Lake Park Historic Addition","Field/Meadow","-","Land Acquisition","6.6"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species Project - Winding Woods","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","15"
"2006","Region 4","Tampa Bay Estuary Program","Kapok Wetland and Floodplain Restoration Project","Freshwater Marsh","Establishment","Rehabilitation/Creation","25"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species Project - Cliff Stephens","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","2"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species Project - Enterprise Road","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","22"
"2006","Region 4","Tampa Bay Estuary Program","Dug Creek","Mangrove","Enhancement","Invasives Control/Removal - Vegetation","30"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species Project - Drew Street","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","32"
"2006","Region 4","Tampa Bay Estuary Program","Newmans Branch Restoration","Riparian","Enhancement","Planting","12"
"2006","Region 4","Tampa Bay Estuary Program","Terra Ceia Uplands Phase 3","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","217"
"2006","Region 4","Tampa Bay Estuary Program","Mobbly Bayou Wilderness Preserve North Addition","Forest/Woodland","-","Invasives Control/Removal - Vegetation","5"
"2006","Region 4","Tampa Bay Estuary Program","Duette Land Acquisition","Forest/Woodland","-","Land Acquisition","50"
"2006","Region 4","Tampa Bay Estuary Program","Robinson Preserve Restoration Project","Tidal Wetland","Establishment","Rehabilitation/Creation","0"
"2006","Region 4","Tampa Bay Estuary Program","City of Clearwater Exotic and Invasive Species project - Northeast Coachman","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","17"
"2015","Region 4","Tampa Bay Estuary Program","Pond Restoration & Water Quality Monitoring","Lake/Pond","Enhancement","Invasives Control/Removal - Vegetation",".5"
"2014","Region 4","Tampa Bay Estuary Program","Anderson Park Exotic Control","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","48"
"2014","Region 4","Tampa Bay Estuary Program","Mac Dill Air Force Base Phase III","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","109"
"2014","Region 4","Tampa Bay Estuary Program","Serena Park","Forest/Woodland","Enhancement","Planting","1"
"2014","Region 4","Tampa Bay Estuary Program","Mac Dill Air Force Base Shoreline Stabilization and Enhancement Phase IV","Beach","Enhancement","Shoreline Stabilization/Enhancement","0"
"2014","Region 4","Tampa Bay Estuary Program","Fort Desoto North Beach Habitat Restoration","Dune","Enhancement","Planting","0"
"2014","Region 4","Tampa Bay Estuary Program","Do Good. Have fun. Bud Light Summer Project","Dune","Enhancement","Sand Dune Restoration","0"
"2016","Region 4","Tampa Bay Estuary Program","Rock Ponds Ecosystem Restoration Project","Forest/Woodland","Enhancement","Planting","381"
"2014","Region 4","Sarasota Bay Estuary Program","Jiggs Landing Native Vegetation Planting","Field/Meadow","Establishment","Planting",".2"
"2018","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Oyster Habitat Creation","Estuarine Shoreline","Establishment","Erosion Control","0"
"2018","Region 4","Sarasota Bay Estuary Program","Coquina Beach Dune Restoration","Dune","Enhancement","Beach Nourishment",".01"
"2018","Region 4","Sarasota Bay Estuary Program","Sherwood Forest Homeowners Association Planting","Freshwater Marsh","Enhancement","Planting",".4"
"2018","Region 4","Sarasota Bay Estuary Program","South Gate Community Association creekside habitat enhancement","Riparian","Enhancement","Invasives Control/Removal - Vegetation","1"
"2018","Region 4","Sarasota Bay Estuary Program","Leffis Key Preserve Exotic Species Management","Forested Wetland","Maintenance","Invasives Control/Removal - Vegetation","2"
"2018","Region 4","Sarasota Bay Estuary Program","129 Bayview Lane Acquisition","Estuarine Shoreline","Protection","Easements","1.15"
"2018","Region 4","Sarasota Bay Estuary Program","Orchid Oaks Environmental Enhancement","Estuarine Shoreline","Enhancement","Invasives Control/Removal - Vegetation","4"
"2018","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Exotic Species Maintenance","Forested Wetland","Maintenance","Invasives Control/Removal - Vegetation","50"
"2018","Region 4","Sarasota Bay Estuary Program","New College of Florida Native Plantings","Estuarine Shoreline","Establishment","Planting",".5"
"2018","Region 4","Sarasota Bay Estuary Program","555 Verna Road Land Acquisition","Forest/Woodland","Protection","Other","20.4"
"2018","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Prescribed Fire Application","Field/Meadow","Maintenance","Prescribed Burn","15"
"2018","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Expansion Exotic Species Management","Forested Wetland","Maintenance","Invasives Control/Removal - Vegetation","125"
"2018","Region 4","Sarasota Bay Estuary Program","Ungarelli Preserve Exotic Species Management","Forested Wetland","Maintenance","Invasives Control/Removal - Vegetation","2.5"
"2018","Region 4","Sarasota Bay Estuary Program","Perico Preserve Exotic Species Management","Forested Wetland","Establishment","Invasives Control/Removal - Vegetation","40"
"2018","Region 4","Sarasota Bay Estuary Program","Tom Bennett Park Exotic Species Management","Forest/Woodland","Maintenance","Invasives Control/Removal - Vegetation","20"
"2018","Region 4","Sarasota Bay Estuary Program","Neal Preserve Exotic Species Management","Forested Wetland","Maintenance","Invasives Control/Removal - Vegetation","10"
"2017","Region 4","Sarasota Bay Estuary Program","Ungarelli Preserve Exotic Species Removal","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","2.5"
"2017","Region 4","Sarasota Bay Estuary Program","Leffis Key Exotic Vegetation Removal","Dune","Enhancement","Invasives Control/Removal - Vegetation","2"
"2017","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Oyster Habitat Creation","Estuarine Shoreline","Establishment","Reef Construction - Natural Materials",".05"
"2017","Region 4","Sarasota Bay Estuary Program","Coquina Beach Dune Restoration Project","Beach","Establishment","Beach Nourishment",".01"
"2017","Region 4","Sarasota Bay Estuary Program","Tom Bennett Park Exotic Vegetation Removal","Forest/Woodland","Enhancement","Invasives Control/Removal - Vegetation","20"
"2017","Region 4","Sarasota Bay Estuary Program","Perico Preserve Exotic Species Removal, Native Planting and Gopher Tortoise Re-Introduction","Forested Wetland","Enhancement","Other","40"
"2017","Region 4","Sarasota Bay Estuary Program","Neal Preserve Exotic Species Removal","Agriculture/Ranch Land","Enhancement","Invasives Control/Removal - Vegetation","10"
"2017","Region 4","Sarasota Bay Estuary Program","Robinson Preserve Exotic Vegetation Removal","Forested Wetland","Enhancement","Invasives Control/Removal - Vegetation","50"
"2017","Region 4","Sarasota Bay Estuary Program","North Lido Preserve Australian Pine Removal","Dune","Maintenance","Beach Nourishment","1"
